frame_num,player_1_number_of_shots,player_1_total_shot_speed,player_1_last_shot_speed,player_1_total_player_speed,player_1_last_player_speed,player_2_number_of_shots,player_2_total_shot_speed,player_2_last_shot_speed,player_2_total_player_speed,player_2_last_player_speed,player_1_average_shot_speed,player_2_average_shot_speed
39,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
40,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
41,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
42,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
43,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
44,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
45,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
46,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
47,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
48,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
49,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
50,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
51,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
52,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
53,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
54,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
55,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
56,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
57,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,
58,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
59,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
60,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
61,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
62,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
63,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
64,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
65,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
66,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
67,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
68,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
69,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
70,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
71,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
72,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
73,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
74,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
75,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
76,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
77,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
78,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
79,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
80,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
81,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
82,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
83,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
84,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
85,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
86,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
87,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
88,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
89,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
90,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
91,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
92,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
93,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
94,1.0,33.06707055347237,33.06707055347237,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,1.7203198192527456,1.7203198192527456,33.06707055347237,42.93306679815349
95,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
96,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
97,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
98,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
99,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
100,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
101,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
102,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
103,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
104,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
105,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
106,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
107,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
108,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
109,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
110,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
111,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
112,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
113,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
114,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
115,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
116,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
117,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
118,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
119,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
120,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
121,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
122,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
123,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
124,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
125,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
126,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
127,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
128,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
129,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
130,2.0,78.35597676571436,45.28890621224198,4.541507202539779,4.541507202539779,1.0,42.93306679815349,42.93306679815349,10.700144240600451,8.979824421347706,39.17798838285718,42.93306679815349
131,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
132,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
133,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
134,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
135,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
136,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
137,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
138,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
139,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
140,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
141,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
142,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
143,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
144,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
145,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
146,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
147,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
148,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
149,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
150,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
151,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
152,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
153,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
154,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
155,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
156,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
157,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
158,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
159,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
160,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
161,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
162,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
163,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
164,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
165,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
166,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
167,2.0,78.35597676571436,45.28890621224198,11.235978182372488,6.69447097983271,2.0,75.24329409248533,32.31022729433184,10.700144240600451,8.979824421347706,39.17798838285718,37.621647046242664
