frame_num,player_1_number_of_shots,player_1_total_shot_speed,player_1_last_shot_speed,player_1_total_player_speed,player_1_last_player_speed,player_2_number_of_shots,player_2_total_shot_speed,player_2_last_shot_speed,player_2_total_player_speed,player_2_last_player_speed,player_1_average_shot_speed,player_2_average_shot_speed,player_1_average_player_speed,player_2_average_player_speed
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
11,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
12,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
13,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
14,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
15,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
16,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
17,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
18,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
19,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
20,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
21,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
22,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
23,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
24,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
25,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
26,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
27,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
28,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
29,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
30,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
31,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
32,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
33,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
34,1.0,33.06707055347237,33.06707055347237,0.0,0.0,0.0,0.0,0.0,1.7203198192527456,1.7203198192527456,33.06707055347237,,,1.7203198192527456
